CASE_T,DISTRICT,CASE_F,LOCATION,GTag_longitude,GTag_latitude,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE
買賣,內湖區,房地(土地+建物),東湖路113巷3弄1號,121.615205 ,25.069089 ,1100226,土地:1建物:1車位:,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730820,28.21,3,2,2,有,無,,1200,42.54,否,,0,0,無,,,,建築物含有：其他增建。
租賃,中山區,建物,敬業一路176號,121.553642 ,25.083919 ,1100323,土地:建物:1車位:,十層,011,其他,商業用,鋼筋混凝土造,0970328,50.55,3,2,2,有,有,有,9,1780.42,否,,0,0,,,,,
租賃,士林區,建物,忠誠路二段41號,121.530778 ,25.109546 ,1100401,土地:建物:1車位:,四層,017,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761116,53.87,4,2,2,有,有,有,7,1206.61,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物),康樂街136巷29弄51號,121.618128 ,25.073091 ,1100415,土地:1建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750616,34.79,3,2,2,有,無,,1258,36.16,否,,0,0,無,,,,
買賣,中山區,房地(土地+建物),天津街21號,121.522626 ,25.048444 ,1100422,土地:1建物:1車位:,八層,008,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0760930,28.8,2,2,2,有,無,,1788,62.08,否,,0,0,有,,,,
租賃,中山區,建物,中山北路二段77巷6號,121.523400 ,25.057448 ,1100331,土地:建物:1車位:,五層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060524,43.26,2,1,1,有,有,有,9,2080.44,否,,0,0,,,,,續租。
租賃,大安區,建物,通安街26號,121.553219 ,25.032019 ,1100331,土地:建物:1車位:,二層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0720816,27.81,3,2,2,有,有,有,5,1726,否,,0,0,,,,,
買賣,中山區,房地(土地+建物),長安東路一段56巷1號,121.528846 ,25.047801 ,1100411,土地:1建物:1車位:,三層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921030,10.46,2,1,1,有,有,,800,76.48,否,,0,0,有,,,,建築物含有：陽台外推、夾層。
租賃,士林區,建物,忠誠路一段16號,121.525532 ,25.104486 ,1100401,土地:建物:1車位:,三層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941228,38.08,3,2,2,有,有,有,7,1706.93,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,士林區,建物,天母北路66號,121.526610 ,25.122073 ,1100406,土地:建物:1車位:,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940909,47.59,4,2,2,有,無,有,5,1029.63,否,,0,0,,,,,含管理費、稅金或水電等費用。
租賃,北投區,建物,文林北路136號,121.516713 ,25.106380 ,1100331,土地:建物:1車位:1,二十二層,025,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060220,112.12,3,2,4,有,無,有,17,1471.64,是,坡道平面1,4.54,0,,,,,
買賣,中山區,房地(土地+建物),長安東路一段53巷16號,121.526583 ,25.049685 ,1100329,土地:2建物:1車位:,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761223,11.61,2,1,1,有,有,,670,57.71,否,,0,0,有,,,,建築物含有：其他增建。
買賣,中山區,房地(土地+建物),錦州街21號,121.524957 ,25.060400 ,1100413,土地:1建物:1車位:,十層,011,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711204,15.48,1,1,1,有,有,,790,51.03,否,,0,0,有,,,,建築物含有：其他增建。
租賃,中山區,建物,中山北路二段62巷6號,121.522142 ,25.056632 ,1100401,土地:建物:1車位:,三層,007,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011203,43.02,3,2,2,有,有,有,7,1627.15,否,,0,0,,,,,含管理費、稅金或水電等費用。續租。
租賃,中山區,建物,中山北路二段65巷6號,121.523841 ,25.057034 ,1100401,土地:建物:1車位:,十四層,014,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0901112,23.86,2,2,1,有,有,有,4,1844.09,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
買賣,中山區,房地(土地+建物),長安東路一段16號,121.523401 ,25.049313 ,1100427,土地:1建物:1車位:,十一層,012,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0681124,17.09,1,1,1,有,有,,1100,64.37,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,內湖區,房地(土地+建物),康樂街111巷56號,121.620529 ,25.070719 ,1100409,土地:1建物:1車位:,二層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810218,21.09,2,1,2,有,無,,1223,57.99,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,內湖區,房地(土地+建物)+車位,文湖街81巷36號,121.564261 ,25.087499 ,1100324,土地:1建物:1車位:2,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020802,72.52,3,2,2,有,有,,4550,62.74,是,"其他1,一樓平面1",3.82,0,有,,,,建築物含有：其他增建。
買賣,內湖區,房地(土地+建物),金湖路131號,121.598384 ,25.079960 ,1100329,土地:1建物:1車位:,二十一層,026,大樓(11層含以上有電梯),住家用,見其他登記事項,1011121,78.74,4,2,3,有,有,,8017,101.82,否,,0,0,有,,,,
買賣,內湖區,房地(土地+建物),康寧路三段99巷17弄16號,121.610049 ,25.072538 ,1100318,土地:2建物:1車位:,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731026,33.41,8,2,7,有,無,,1720,51.48,否,,0,0,無,,,,
租賃,中山區,建物,新生北路二段51號,121.527863 ,25.055930 ,1100401,土地:建物:1車位:,九層,019,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980916,43.57,4,2,2,有,有,有,5,1147.58,否,,0,0,,,,,
租賃,中山區,建物,民生東路三段36號,121.540485 ,25.057596 ,1100322,土地:建物:1車位:,三層,009,辦公商業大樓,共有部分,鋼筋混凝土造,0850202,17.14,1,0,1,有,有,有,3,1831.45,否,,0,0,,,,,
租賃,士林區,建物,雨聲街61號,121.528456 ,25.102990 ,1100402,土地:建物:1車位:,見其他登記事項,007,華廈(10層含以下有電梯),共有部分,鋼筋混凝土造,0751204,68.96,0,0,1,有,無,有,7,957.08,否,,0,0,,,,,
租賃,信義區,建物,信義路五段126號,121.568815 ,25.032574 ,1091219,土地:建物:1車位:,九層,019,套房(1房(1廳)1衛),住家用,見其他登記事項,0951229,14.8,1,1,1,有,無,有,3,1689.19,否,,0,0,,,,,含管理費、稅金或水電等費用。
買賣,中山區,房地(土地+建物),中山北路二段128巷1號,121.522415 ,25.061795 ,1100412,土地:1建物:1車位:,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730224,42.76,3,2,2,有,無,,968,22.64,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,中山區,房地(土地+建物),農安街1巷1號,121.523013 ,25.066333 ,1100407,土地:1建物:1車位:,一層,005,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0770502,33.76,2,2,1,有,無,,2350,69.61,否,,0,0,有,,,,有法定空地可使用
買賣,內湖區,房地(土地+建物),文德路171巷9弄1號,121.585006 ,25.079627 ,1100418,土地:1建物:1車位:,一層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740410,34.25,5,2,2,有,有,,2430,70.95,否,,0,0,無,,,,
買賣,中山區,房地(土地+建物)+車位,中山北路二段166號,121.522272 ,25.063320 ,1100408,土地:1建物:2車位:2,六層,014,大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,51.39,3,4,2,有,有,,3620,87.19,否,升降機械2,11.25,120,有,,,,建築物含有：陽台外推。
買賣,萬華區,車位,峨眉街96號,121.503547 ,25.044232 ,1100310,土地:1建物:1車位:1,"一層,騎樓,地下一層,地下二層,地下三層",011,,共有部分,鋼筋混凝土造,0950126,12.05,,,,有,有,,250,0,-,坡道平面1,0,250,有,,,,僅車位交易。
租賃,中正區,建物,和平西路二段21號,121.513476 ,25.028464 ,1100401,土地:建物:1車位:,一層,004,店面(店鋪),,鋼筋混凝土造,,28.86,,,,無,無,無,3,1108.8,否,,0,0,,,,,
買賣,中正區,車位,羅斯福路三段6號,121.524863 ,25.023470 ,1100408,土地:2建物:1車位:1,"地下一層,地下二層,地下三層,地下四層,地下五層",024,,見其他登記事項,鋼骨鋼筋混凝土造,1060425,8.26,,,,有,有,,230,0,-,坡道平面1,8.26,230,有,,,,僅車位交易。
買賣,中山區,房地(土地+建物),大直街34巷21號,121.545100 ,25.081505 ,1100408,土地:1建物:1車位:,"一層,二層,三層",003,透天厝,住家用,加強磚造,0561226,47.31,,,,無,無,,3790,80.11,-,,0,0,無,,,,
買賣,內湖區,房地(土地+建物)+車位,民權東路六段210巷21弄6號,121.598045 ,25.066628 ,1100422,土地:1建物:1車位:1,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081111,20.03,1,1,1,有,有,,1568,78.28,是,塔式車位1,0,0,有,,,,
租賃,文山區,建物,辛亥路四段209巷21號,121.558531 ,25.006268 ,1100402,土地:建物:1車位:1,十五層,026,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090430,36.95,2,2,1,有,有,有,3,811.91,是,坡道平面1,9.98,0,,,,,
租賃,萬華區,建物,武昌街二段26號,121.507828 ,25.044443 ,1091223,土地:建物:1車位:,一層,004,店面(店鋪),,加強磚造,,19.12,,,,無,無,無,8,4184.1,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1091207,土地:1建物:1車位:1,二十三層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,39.07,2,2,2,有,有,,3300,95.91,否,坡道平面1,8,320,有,,,,預售屋、或土地及建物分次登記案件。
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1100218,土地:1建物:1車位:1,二十五層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,68.4,3,2,2,有,有,,6188,97.15,否,坡道平面1,8,320,有,,,,
買賣,松山區,房地(土地+建物),健康路325巷12弄6號,121.567559 ,25.055364 ,1100318,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,36.56,3,2,2,有,無,,1600,43.76,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,士林區,房地(土地+建物),承德路四段40巷71號,121.521559 ,25.080922 ,1100405,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,10.88,1,2,1,有,無,,468,43.01,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,信義區,房地(土地+建物),忠孝東路五段423巷3弄11號,121.574744 ,25.041343 ,1100316,土地:3建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,36.81,3,2,2,有,有,,2750,74.71,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,萬華區,房地(土地+建物),長泰街61號,121.500043 ,25.022894 ,1100412,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,39.35,3,2,1,有,有,,2250,57.18,否,,0,0,有,,,,
買賣,大安區,房地(土地+建物)+車位,金山南路二段186號,121.526011 ,25.028303 ,1100227,土地:4建物:1車位:1,十七層,,大樓(11層含以上有電梯),住家用,,,53.55,2,2,2,有,有,,6080,145.19,否,坡道平面1,13.74,300,有,,,,
買賣,松山區,房地(土地+建物),延壽街330巷17弄16號,121.561820 ,25.054742 ,1100323,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),見其他登記事項,,,38.97,3,2,2,有,有,,2777,71.26,否,,0,0,有,,,,建築物含有：其他增建。
買賣,大安區,房地(土地+建物),仁愛路四段345巷4弄1號,121.553873 ,25.039041 ,1100326,土地:1建物:1車位:,"七層,陽臺",,華廈(10層含以下有電梯),住家用,,,47.62,6,3,3,有,有,,4500,94.5,否,,0,0,有,,,,建築物含有：陽台外推、頂樓加蓋。
買賣,大安區,房地(土地+建物),仁愛路四段231號,121.553233 ,25.038090 ,1100408,土地:2建物:1車位:,八層,,大樓(11層含以上有電梯),住家用,,,18.56,1,1,1,有,有,,2020,108.84,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,信義區,房地(土地+建物),松山路515巷2弄1號,121.578643 ,25.038288 ,1100329,土地:2建物:1車位:,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,25.64,3,2,2,有,無,,1670,65.13,否,,0,0,無,,,,
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1070627,土地:1建物:1車位:1,九層,,大樓(11層含以上有電梯),住家用,,,71.58,4,2,2,有,有,,4700,71.32,否,坡道平面1,9.75,290,有,,,,預售屋、或土地及建物分次登記案件。
買賣,北投區,房地(土地+建物),明德路267巷1號,121.522150 ,25.114394 ,1100325,土地:1建物:1車位:,一層,,華廈(10層含以下有電梯),住家用,,,37.17,2,2,2,有,無,,2500,67.26,否,,0,0,有,,,,
買賣,大同區,房地(土地+建物),承德路三段76號,121.518126 ,25.065978 ,1100309,土地:1建物:1車位:,"一層,二層,三層,四層,騎樓",,透天厝,見使用執照,,,17.2,9,0,10,有,無,,880,51.16,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。建築物含有：其他增建、未登記建物。
買賣,大安區,房地(土地+建物),樂業街159巷21號,121.554542 ,25.019869 ,1100326,土地:1建物:1車位:,四層,,華廈(10層含以下有電梯),住家用,,,27.61,2,1,2,有,無,,2137,77.4,否,,0,0,有,,,,
買賣,南港區,房地(土地+建物),南港路一段286號,121.608261 ,25.054860 ,1100420,土地:2建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,9.93,3,2,2,有,無,,530,53.37,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,士林區,房地(土地+建物)+車位,德行東路331巷6號,121.537712 ,25.110627 ,1100207,土地:1建物:1車位:2,四層,,華廈(10層含以下有電梯),住家用,,,103.03,5,2,3,有,有,,6950,67.46,是,坡道平面2,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,中正區,房地(土地+建物)+車位,臨沂街57巷32弄6號,121.531100 ,25.037159 ,1100325,土地:1建物:1車位:1,四層,,華廈(10層含以下有電梯),住家用,,,33.66,2,2,2,有,有,,3830,113.78,是,塔式車位1,3.81,0,有,,,,"土地價格：35385326元，建物價格：2914674元。
塔式車位位置：地下一樓。"
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1090529,土地:1建物:1車位:2,十二層,,大樓(11層含以上有電梯),住家用,,,81.33,4,2,2,有,有,,5175,76.51,否,坡道平面2,19.51,445,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),通化街39巷56號,121.555830 ,25.030671 ,1100412,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,19.06,2,2,2,有,無,,1420,74.5,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,文山區,房地(土地+建物)+車位,辛亥路四段209巷26號,121.555955 ,25.002081 ,1100329,土地:1建物:1車位:1,十二層,,大樓(11層含以上有電梯),見其他登記事項,,,47.07,3,2,2,有,有,,2889,61.38,是,坡道平面1,10,0,有,,,,與政府有關之交易：政府機關標讓售。
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080329,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.51,2,2,2,有,有,,3198,104.67,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),忠孝東路三段248巷51弄1號,121.541422 ,25.040348 ,1100410,土地:1建物:1車位:,"六層,電梯樓梯間",,華廈(10層含以下有電梯),住家用,,,26.06,1,1,1,有,無,,2000,76.75,否,,0,0,有,,,,建築物含有：其他增建。
買賣,萬華區,房地(土地+建物)+車位,環河南路二段11號,121.497833 ,25.039603 ,1100414,土地:2建物:1車位:1,四層,,大樓(11層含以上有電梯),住家用,,,33.57,2,2,1,有,有,,1588,47.3,是,坡道機械1,6.03,0,有,,,,
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1080430,土地:1建物:1車位:1,五層,,大樓(11層含以上有電梯),住家用,,,62.5,3,2,2,有,有,,4138,72.95,否,坡道平面1,9.75,290,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),敦化南路一段161巷71號,121.552589 ,25.043544 ,1061107,土地:1建物:1車位:,十四層,,大樓(11層含以上有電梯),住家用,,,18.28,1,1,1,有,有,,2377,130.03,否,,0,0,有,,,,"預售屋轉讓,轉讓金額2377萬元整"
買賣,文山區,房地(土地+建物)+車位,木新路三段95巷41號,121.563340 ,24.981110 ,1100417,土地:1建物:1車位:2,十七層,,大樓(11層含以上有電梯),住家用,,,74.21,3,2,2,有,有,,3777,50.9,是,坡道平面2,23.81,0,有,,,,
買賣,信義區,房地(土地+建物),和平東路三段435巷7弄21號,121.559321 ,25.019338 ,1100301,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),,,,28.17,3,2,1,有,有,,1578,56.02,否,,0,0,無,,,,建築物含有：其他增建。
買賣,大安區,房地(土地+建物),復興南路一段79巷6號,121.544590 ,25.044433 ,1100327,土地:2建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,8.25,1,1,1,有,有,,690,83.64,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,松山區,房地(土地+建物)+車位,延壽街346號,121.559680 ,25.056431 ,1100406,土地:1建物:1車位:1,六層,,大樓(11層含以上有電梯),住家用,,,63.99,4,2,2,有,有,,5200,81.26,是,坡道平面1,0,0,有,,,,
買賣,士林區,房地(土地+建物)+車位,士東路91巷11號,121.529248 ,25.112853 ,1100328,土地:1建物:1車位:1,六層,,華廈(10層含以下有電梯),住家用,,,58.27,4,2,2,有,無,,2850,48.91,是,坡道平面1,0,0,有,,,,建築物含有：其他增建。陽台、房間、鐵窗增建
買賣,士林區,房地(土地+建物)+車位,中正路223巷56號,121.526490 ,25.094047 ,1040413,土地:2建物:2車位:3,"五層,夾層",,華廈(10層含以下有電梯),住家用,,,66.28,4,2,2,有,無,,4700,70.91,是,升降機械3,0,0,有,,,,
買賣,北投區,房地(土地+建物),復興四路12巷1號,121.500524 ,25.141618 ,1100404,土地:1建物:1車位:,"五層,陽臺",,華廈(10層含以下有電梯),住家用,,,11.86,1,0,1,有,有,,520,43.84,否,,0,0,有,,,,
買賣,士林區,房地(土地+建物)+車位,社中街210巷16號,121.509185 ,25.091346 ,1100406,土地:1建物:1車位:1,八層,,大樓(11層含以上有電梯),見其他登記事項,,,34.37,0,0,1,有,有,,1430,49.78,否,升降平面1,9.26,180,有,,,,
買賣,南港區,房地(土地+建物)+車位,研究院路二段86號,121.615362 ,25.045085 ,1100413,土地:1建物:1車位:1,十三層,,大樓(11層含以上有電梯),住家用,,,81.76,4,2,2,有,有,,4188,52.39,否,坡道平面1,5.07,170,無,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),仁愛路四段46號,121.547008 ,25.037610 ,1100317,土地:4建物:1車位:,"三層,陽臺",,大樓(11層含以上有電梯),住家用,,,17.13,2,1,1,有,有,,2380,138.94,否,,0,0,有,,,,
買賣,大安區,房地(土地+建物)+車位,臥龍街291號,121.558504 ,25.017141 ,1100315,土地:1建物:1車位:1,四層,,華廈(10層含以下有電梯),住家用,,,30.23,2,1,1,有,有,,1888,72.3,否,塔式車位1,6.33,160,有,,,,建築物含有：陽台外推。
買賣,中正區,房地(土地+建物),羅斯福路四段161號,121.537582 ,25.009895 ,1100331,土地:2建物:1車位:,十一層,,大樓(11層含以上有電梯),住家用,,,24.08,2,2,1,有,有,,1850,76.83,否,,0,0,有,,,,建築物含有：陽臺外推。
買賣,文山區,房地(土地+建物),辛亥路四段101巷140弄11號,121.562522 ,25.006564 ,1100316,土地:1建物:1車位:,"一層,二層",,透天厝,住家用,,,25.38,4,1,3,有,無,,900,35.46,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1061101,土地:1建物:1車位:1,五層,,大樓(11層含以上有電梯),住家用,,,62.47,3,2,2,有,有,,3791,67.83,否,坡道平面1,9.75,215,有,,,,預售屋、或土地及建物分次登記案件。
買賣,北投區,房地(土地+建物)+車位,文林北路136號,121.516713 ,25.106380 ,1100405,土地:1建物:1車位:1,八層,,大樓(11層含以上有電梯),住家用,,,60.1,3,2,2,有,有,,4500,74.88,是,坡道平面1,4.54,0,有,,,,
買賣,大安區,房地(土地+建物)+車位,臥龍街291號,121.558504 ,25.017141 ,1100322,土地:1建物:1車位:1,八層,,華廈(10層含以下有電梯),住家用,,,34.94,2,1,1,有,有,,2320,74.97,否,塔式車位1,6.33,175,有,,,,
買賣,北投區,房地(土地+建物),吉利街39巷11號,121.505433 ,25.118706 ,1100406,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,26.01,2,2,1,有,無,,1210,46.52,否,,0,0,無,,,,建築物含有：其他增建。
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080329,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.51,2,2,2,有,有,,3372,110.79,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1061205,土地:1建物:1車位:2,十層,,大樓(11層含以上有電梯),住家用,,,81.33,4,2,2,有,有,,4745,69.8,否,坡道平面2,19.51,430,有,,,,預售屋、或土地及建物分次登記案件。
買賣,文山區,房地(土地+建物)+車位,萬芳路107巷26號,121.561760 ,24.996766 ,1100403,土地:1建物:1車位:1,三層,,大樓(11層含以上有電梯),見其他登記事項,,,33.68,2,2,2,有,有,,2000,59.38,是,坡道機械1,5.17,0,有,,,,
買賣,文山區,車位,木新路三段232巷7弄6號,121.558521 ,24.981894 ,1100420,土地:1建物:1車位:2,"地下一層,地下二層",,,見其他登記事項,,,9.18,,,,有,有,,112,0,-,升降機械2,0,112,有,,,,僅車位交易。
買賣,北投區,房地(土地+建物),中山路1號,121.505011 ,25.137304 ,1100402,土地:1建物:1車位:,七層,,大樓(11層含以上有電梯),住家用,,,29.32,1,0,1,有,有,,1730,59,否,,0,0,有,,,,建築物含有：陽台外推。
買賣,北投區,房地(土地+建物)+車位,天母西路117巷32弄1號,121.524705 ,25.120536 ,1100315,土地:1建物:1車位:3,八層,,大樓(11層含以上有電梯),住家用,,,173.07,3,2,4,有,有,,14168,81.86,是,坡道平面3,0,0,有,,,,
買賣,士林區,房地(土地+建物),中山北路七段190巷1號,121.533137 ,25.125077 ,1100403,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,43.05,3,2,2,有,無,,1800,41.81,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,士林區,房地(土地+建物)+車位,中山北路七段14巷31號,121.531991 ,25.118660 ,1100315,土地:3建物:1車位:1,五層,,華廈(10層含以下有電梯),住家用,,,73.51,3,2,2,有,有,,3688,50.17,是,坡道平面1,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,中正區,房地(土地+建物)+車位,廈門街113巷6號,,,1100329,土地:2建物:1車位:1,十二層,,大樓(11層含以上有電梯),住家用,,,57.36,4,2,2,有,有,,3750,69.75,否,坡道平面1,7.47,270,有,,,,
買賣,萬華區,房地(土地+建物),青年路68巷3弄1號,121.502048 ,25.023727 ,1100208,土地:1建物:1車位:,七層,,華廈(10層含以下有電梯),住家用,,,47.54,3,2,2,有,有,,2160,45.44,否,,0,0,有,,,,
買賣,南港區,房地(土地+建物)+車位,忠孝東路七段511號,121.612075 ,25.052876 ,1100319,土地:1建物:1車位:2,"十層,屋頂突出物,地下一層,地下二層,地下三層,地下四層,一層,二層,三層,四層,五層,六層,七層,八層,九層",,華廈(10層含以下有電梯),見其他登記事項,,,81.63,,,,無,有,,3570,55.02,否,坡道平面2,24.92,450,有,,,,
買賣,北投區,房地(土地+建物),石牌路一段39巷70弄16號,121.510468 ,25.115513 ,1100402,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,23.78,6,2,2,有,無,,1130,47.52,否,,0,0,無,,,,建築物含有：陽台外推、頂樓加蓋。
買賣,士林區,房地(土地+建物)+車位,忠誠路一段116號,121.528775 ,25.105789 ,1100321,土地:1建物:1車位:1,十層,,大樓(11層含以上有電梯),住家用,,,77.51,4,2,2,有,有,,4908,63.32,是,坡道平面1,0,0,有,,,,建築物含有：其他增建。
買賣,士林區,房地(土地+建物)+車位,社正路17巷1號,121.509067 ,25.089714 ,1100106,土地:1建物:1車位:1,八層,,華廈(10層含以下有電梯),住家用,,,43.18,3,2,1,有,有,,1868,46.8,否,坡道平面1,8.61,250,有,,,,
買賣,大安區,房地(土地+建物)+車位,和平東路一段176號,121.523582 ,25.026803 ,1100323,土地:2建物:1車位:4,"四層,電梯樓梯間",,大樓(11層含以上有電梯),商業用,,,68.45,4,2,2,有,有,,5443,79.52,是,塔式車位4,0,0,有,,,,建築物含有：其他增建。
買賣,士林區,房地(土地+建物),中山北路七段219巷6號,121.532459 ,25.127036 ,1100311,土地:1建物:1車位:,二層,,華廈(10層含以下有電梯),住家用,,,29.66,1,2,2,有,有,,1720,57.99,否,,0,0,有,,,,建築物含有：陽台外推。
租賃,中山區,建物,中山北路二段93巷6號,121.523435 ,25.059317 ,1100331,土地:建物:1車位:,十層,012,辦公商業大樓,商業用,鋼筋混凝土造,0940803,12.89,1,1,2,有,有,有,4,2948.02,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,中山區,房地(土地+建物),大直街20巷21號,121.545098 ,25.081372 ,1100401,土地:1建物:1車位:,一層,004,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690103,17.6,2,0,1,有,無,無,4,1988.64,否,,0,0,,,,,屋頂(突出物)作為基地台或廣告使用。
買賣,內湖區,房地(土地+建物),康樂街72巷17弄96號,121.616575 ,25.070834 ,1100330,土地:2建物:1車位:,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730917,36.76,3,2,2,有,無,,1650,44.89,否,,0,0,無,,,,建築物含有：其他增建。
買賣,內湖區,房地(土地+建物)+車位,民權東路六段123巷20弄21號,121.592145 ,25.069963 ,1100329,土地:1建物:1車位:1,三層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0941025,34.56,3,2,2,有,有,,1990,76.96,否,坡道平面1,11.95,250,有,,,,
租賃,中山區,建物,長春路171號,121.537400 ,25.054846 ,1100318,土地:建物:1車位:,七層,012,辦公商業大樓,商業用,鋼筋混凝土造,0721013,32.51,,,,無,無,有,4,1322.67,否,,0,0,,,,,
