CASE_T,DISTRICT,CASE_F,LOCATION,GTag_longitude,GTag_latitude,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE
租賃,信義區,房地(土地+建物),吳興街446號,121.568453 ,25.023987 ,1100331,土地:1建物:1車位:,一層,006,店面(店鋪),商業用,鋼筋混凝土造,0770723,26.01,,,,無,無,無,4,1345.64,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物)+車位,瑞光路513巷31號,121.570162 ,25.079805 ,1100324,土地:1建物:1車位:2,"四層,見使用執照",010,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0870917,90.16,,,,無,有,,4290,47.58,是,坡道平面2,22.83,0,有,,,,
買賣,中山區,房地(土地+建物),中山北路一段53巷6號,121.522009 ,25.049185 ,1100415,土地:1建物:1車位:,十層,012,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,15.34,1,1,1,有,有,,1288,83.96,否,,0,0,有,,,,
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1070211,土地:1建物:1車位:2,十八層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,76.29,2,2,2,有,無,,5384,79.69,否,坡道平面2,16.01,580,有,,,,
買賣,中山區,房地(土地+建物),長春路366號,121.542608 ,25.054472 ,1100127,土地:2建物:1車位:,六層,016,大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850710,90.71,5,2,0,有,有,,5680,62.62,否,,0,0,有,,,,
租賃,南港區,建物,惠民街11號,121.610292 ,25.055759 ,1100404,土地:建物:1車位:,一層,004,店面(店鋪),工業用,鋼筋混凝土造,,22.16,1,1,1,有,無,無,2,902.53,否,,0,0,,,,,含增建或未登記建物。
買賣,中山區,房地(土地+建物)+車位,中山北路二段181號,121.522730 ,25.063258 ,1100411,土地:1建物:1車位:1,十層,018,大樓(11層含以上有電梯),住家用,見其他登記事項,1080604,36.55,2,1,2,有,有,,3550,118.01,否,坡道平面1,9.01,300,有,,,,
租賃,中山區,建物,中山北路一段111號,121.522452 ,25.051138 ,1100401,土地:建物:1車位:,十六層,023,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060330,70.88,3,2,2,有,有,有,14,1975.17,否,,0,0,,,,,
租賃,士林區,建物,德行東路109巷41號,121.528684 ,25.111340 ,1100331,土地:建物:1車位:,見其他登記事項,005,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0750915,35.25,3,1,2,有,無,無,6,1702.13,否,,0,0,,,,,含增建或未登記建物。一樓營業，二樓住家使用。
買賣,內湖區,房地(土地+建物)+車位,麗山街105巷21號,121.579458 ,25.082417 ,1100316,土地:3建物:1車位:1,二層,013,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070522,87.8,4,2,3,有,無,,6188,70.48,是,坡道平面1,11.26,0,有,,,,預售屋、或土地及建物分次登記案件。
買賣,中山區,房地(土地+建物),新生北路三段61號,121.528054 ,25.065942 ,1100319,土地:4建物:1車位:,五層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650907,13.93,1,1,1,有,有,,782,56.14,否,,0,0,有,,,,建築物含有：其他增建。
買賣,中山區,房地(土地+建物),新生北路二段68巷26號,121.526304 ,25.056671 ,1100414,土地:2建物:1車位:,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670505,27.1,3,2,1,有,有,,1495,55.17,否,,0,0,有,,,,
租賃,中山區,建物,龍江路457巷6號,121.541398 ,25.067516 ,1100402,土地:建物:車位:,二層,004,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,0651115,7.5,1,0,1,有,無,有,1,1706.67,否,,0,0,,,,,此為分租套房，第二層共分成4間，一間平均面積約為24.79平方公尺。
租賃,中山區,建物,北安路826號,121.557305 ,25.084240 ,1100331,土地:建物:1車位:,五層,014,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,0991224,13.61,1,1,1,有,有,有,3,1836.88,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物)+車位,東湖路113巷70弄1號,121.615881 ,25.071455 ,1091217,土地:1建物:1車位:1,四層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830914,39.86,3,2,2,有,有,,1768,44.36,是,升降機械1,0,0,有,,,,
租賃,中山區,建物,民權東路二段36號,121.529298 ,25.062332 ,1100331,土地:建物:1車位:,十層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020206,48.75,4,2,2,有,有,有,9,1743.59,否,,0,0,,,,,
租賃,士林區,建物,華齡街66號,121.519741 ,25.084427 ,1100402,土地:建物:1車位:,一層,005,店面(店鋪),見使用執照,鋼筋混凝土造,0690115,31.28,4,2,2,有,無,無,5,1662.4,否,,0,0,,,,,含增建或未登記建物。
買賣,內湖區,房地(土地+建物),星雲街161巷6號,121.596192 ,25.081813 ,1100410,土地:1建物:1車位:,十一層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940712,26.78,3,2,1,有,有,,2150,80.28,否,,0,0,有,,,,
租賃,信義區,建物,基隆路一段141號,121.565843 ,25.042983 ,1100406,土地:建物:1車位:,十一層,013,辦公商業大樓,住家用,見其他登記事項,0950126,31.56,,,,無,無,無,4,1362.48,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物),安康路315巷21號,121.613832 ,25.066984 ,1100331,土地:1建物:1車位:,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690314,33.15,3,2,1,有,無,,1670,50.38,否,,0,0,無,,,,建築物含有：其他增建。
買賣,內湖區,房地(土地+建物)+車位,民權東路六段210巷21弄1號,121.597808 ,25.066856 ,1100419,土地:1建物:1車位:1,四層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081111,17.89,1,1,1,有,有,,1446,80.83,是,塔式車位1,0,0,有,,,,僅車位交易。
租賃,文山區,建物,辛亥路七段84巷6號,121.553967 ,24.981389 ,1100331,土地:建物:1車位:1,十一層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891025,61.99,2,2,2,有,無,有,4,645.27,是,坡道機械1,0,0,,,,,
租賃,中正區,建物,汀州路二段271號,121.524143 ,25.022230 ,1100406,土地:建物:1車位:1,四層,010,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051209,38.65,1,1,1,有,無,有,4,1112.55,是,坡道平面2,13.38,0,,,,,
租賃,大同區,建物,太原路151號,121.516700 ,25.055240 ,1100331,土地:建物:1車位:,二層,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910225,60.95,3,2,2,有,有,有,6,984.41,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物)+車位,內湖路一段91巷21號,121.562056 ,25.085960 ,1100322,土地:1建物:1車位:6,"一層,見其他登記事項",010,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0940308,146.83,,,,無,有,,6518,60.47,否,坡道平面6,58.89,1200,有,,,,建築物含有：夾層。特殊交易情況、條件：含租約。
買賣,內湖區,房地(土地+建物)+車位,行愛路78巷26號,121.580326 ,25.062206 ,1100303,土地:1建物:1車位:3,六層,006,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0920113,131.22,,,,無,有,,4530,34.52,是,坡道平面3,0,0,有,,,,建築物含有：夾層。
租賃,大同區,建物,市民大道一段201號,121.517532 ,25.048970 ,1100401,土地:建物:1車位:,十六層,018,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,14.01,1,1,1,有,有,有,4,2498.22,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物)+車位,內湖路一段91巷35弄81號,121.561288 ,25.087616 ,1100320,土地:1建物:1車位:1,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840627,41.34,3,2,2,有,有,,2351,56.87,是,坡道平面1,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1091204,土地:1建物:1車位:1,二十層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,39.07,2,2,2,有,有,,3226,94.17,否,坡道平面1,8,300,有,,,,預售屋、或土地及建物分次登記案件。
買賣,內湖區,房地(土地+建物),文湖街21巷98弄1號,121.559858 ,25.090485 ,1100322,土地:1建物:1車位:,"一層,停車場",004,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0700408,27.08,2,1,1,有,無,,1350,49.85,否,,0,0,無,,,,
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080713,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.51,2,2,2,有,有,,3508,115.57,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,松山區,房地(土地+建物),民權東路三段186號,121.549885 ,25.061446 ,1100405,土地:5建物:1車位:,三層,,華廈(10層含以下有電梯),見使用執照,,,10.89,1,1,1,有,有,,850,78.05,否,,0,0,有,,,,
買賣,信義區,土地,雅祥段四小段461號,121.557884 ,25.040051 ,1100419,土地:3建物:0車位:,,,,,,,0,,,,無,無,,209,17.1,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,大安區,房地(土地+建物),基隆路二段166號,121.555482 ,25.027165 ,1100411,土地:3建物:1車位:,七層,,大樓(11層含以上有電梯),商業用,,,9.79,0,1,1,有,有,,777,79.37,否,,0,0,有,,,,
買賣,松山區,房地(土地+建物),民生東路五段161號,121.562558 ,25.059056 ,1100217,土地:1建物:1車位:,五層,,大樓(11層含以上有電梯),商業用,,,52.44,4,2,2,有,有,,3280,62.55,否,,0,0,有,,,,建築物含有：其他增建。
買賣,松山區,房地(土地+建物),三民路107巷26號,121.562144 ,25.057659 ,1100406,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,27.42,3,2,2,有,無,,2120,77.32,否,,0,0,無,,,,
買賣,信義區,房地(土地+建物),虎林街56巷16號,121.576379 ,25.046415 ,1100124,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,31.93,3,2,2,有,無,,2068,64.77,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,士林區,房地(土地+建物)+車位,文林路556號,121.524030 ,25.097705 ,1100417,土地:1建物:1車位:1,十五層,,大樓(11層含以上有電梯),住家用,,,75.26,4,2,2,有,有,,4988,73.87,否,坡道平面1,11.12,250,有,,,,建築物含有：陽台外推。
買賣,中正區,房地(土地+建物)+車位,衡陽路66號,121.511784 ,25.042179 ,1100410,土地:1建物:1車位:1,四層,,大樓(11層含以上有電梯),住家用,,,28.81,2,2,1,有,有,,2370,90.61,否,坡道機械1,4.31,150,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大同區,房地(土地+建物),延平北路二段31號,121.511802 ,25.054787 ,1100322,土地:12建物:1車位:,七層,,大樓(11層含以上有電梯),商業用,,,11.84,2,2,2,有,有,,510,43.07,否,,0,0,有,,,,
買賣,中正區,車位,水源路76號,121.522825 ,25.019680 ,1100416,土地:2建物:1車位:1,一層,,,見其他登記事項,,,.52,,,,有,有,,120,0,-,塔式車位1,0,120,有,,,,僅車位交易。
買賣,信義區,房地(土地+建物)+車位,松勤街6號,121.559776 ,25.032045 ,1100415,土地:1建物:1車位:1,九層,,大樓(11層含以上有電梯),住家用,,,20.29,1,1,1,有,有,,2250,136.58,否,坡道機械1,5.28,200,有,,,,
買賣,南港區,房地(土地+建物)+車位,園區街26號,121.613246 ,25.059692 ,1100318,土地:1建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,79.5,3,2,2,有,有,,6180,86.66,否,坡道平面1,11.07,250,有,,,,
買賣,士林區,房地(土地+建物),中山北路六段2巷51號,121.528272 ,25.103724 ,1100331,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,34.61,3,2,2,有,無,,1634,47.21,否,,0,0,無,,,,
買賣,士林區,房地(土地+建物)+車位,重慶北路四段81號,121.512437 ,25.081593 ,1100411,土地:1建物:1車位:1,七層,,華廈(10層含以下有電梯),住家用,,,42.64,2,2,1,有,有,,1320,30.96,是,坡道平面1,11.91,0,有,,,,建築物含有：陽台外推。
買賣,大安區,房地(土地+建物),和平東路三段308巷36號,121.555463 ,25.019701 ,1100330,土地:2建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,29.45,3,2,2,有,無,,1780,60.44,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,松山區,土地,敦化段三小段396號,121.554681 ,25.044784 ,1100422,土地:1建物:0車位:,,,,,,,0,,,,無,無,,8,16.33,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,大同區,房地(土地+建物)+車位,民權西路201號,121.515308 ,25.063170 ,1100228,土地:3建物:1車位:1,一層,,大樓(11層含以上有電梯),見其他登記事項,,,25.59,1,1,1,有,有,,2000,78.16,是,塔式車位1,1.68,0,有,,,,
買賣,士林區,房地(土地+建物),劍潭路46號,121.522116 ,25.083615 ,1100414,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),商業用,,,21.35,,,,無,無,,1696,79.44,否,,0,0,無,,,,建築物含有：其他增建。
買賣,萬華區,房地(土地+建物),環河南路一段71號,121.501915 ,25.045020 ,1100410,土地:1建物:1車位:,五層,,大樓(11層含以上有電梯),住家用,,,12.77,1,1,1,有,有,,500,39.15,否,,0,0,有,,,,
買賣,中正區,房地(土地+建物)+車位,羅斯福路三段211號,121.529811 ,25.019715 ,1080327,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,騎樓,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),見其他登記事項,,,39.4,2,2,2,有,有,,3490,115.38,否,升降機械1,11.06,220,有,,,,預售屋、或土地及建物分次登記案件。
買賣,士林區,房地(土地+建物),磺溪街55巷16號,121.521976 ,25.107896 ,1100208,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,38.14,3,2,2,有,無,,2318,60.78,否,,0,0,無,,,,交易總價包含下列非屬不動產價格之費用：土地增值稅或其他稅費、仲介費。建築物含有：陽台外推。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1071106,土地:1建物:1車位:2,十五層,,大樓(11層含以上有電梯),住家用,,,90.79,4,2,3,有,有,,5800,75.76,否,坡道平面2,19.51,400,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),永康街7巷16號,121.531388 ,25.033066 ,1100406,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,34.4,3,2,2,有,無,,3150,91.57,否,,0,0,無,,,,建築物含有：其他增建。
買賣,北投區,土地,新洲美段6號,121.514502 ,25.099277 ,1100422,土地:2建物:0車位:,,,,,,,0,,,,無,無,,7356,139.98,-,,0,0,無,,,,
買賣,松山區,房地(土地+建物)+車位,敦化北路256號,121.549903 ,25.060635 ,1100304,土地:3建物:1車位:3,十層,,大樓(11層含以上有電梯),見其他登記事項,,,179.35,3,2,3,有,有,,24000,162.17,否,坡道平面3,35.98,750,有,,,,交易總價包含下列非屬不動產價格之費用：裝潢費。
買賣,信義區,土地,永春段一小段131號,121.562434 ,25.042433 ,1100326,土地:1建物:0車位:,,,,,,,0,,,,無,無,,37,15.81,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。
買賣,北投區,房地(土地+建物),中山路1號,121.505011 ,25.137304 ,1100323,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,15.29,2,1,1,有,有,,705,46.11,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,文山區,房地(土地+建物),景豐街37巷1號,121.545783 ,25.000347 ,1100405,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,28.7,3,2,1,有,無,,1302,45.37,否,,0,0,無,,,,建築物含有：頂樓加蓋。頂樓增建1房1廳1衛
買賣,信義區,房地(土地+建物)+車位,吳興街284巷6號,121.564089 ,25.026152 ,1100419,土地:1建物:1車位:1,八層,,大樓(11層含以上有電梯),住家用,,,35.97,2,2,2,有,有,,3143,87.38,是,升降機械1,4.43,0,有,,,,
買賣,大安區,房地(土地+建物)+車位,敦化南路一段161巷71號,121.552589 ,25.043544 ,1061107,土地:1建物:1車位:1,"一層,地下一層,地下二層,地下三層,地下四層",,大樓(11層含以上有電梯),住家用,,,33.12,1,1,1,有,有,,3040,130,否,坡道平面1,12.89,410,有,,,,
買賣,文山區,房地(土地+建物),光輝路78巷1號,121.555663 ,24.984399 ,1100407,土地:2建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,26.89,3,2,2,有,無,,1146,42.62,否,,0,0,無,,,,建築物含有：陽臺外推。
買賣,大安區,車位,敦化南路二段106號,121.548383 ,25.027591 ,1100420,土地:1建物:1車位:1,"地下二層,地下三層,地下四層,地下五層",,,見使用執照,,,15.27,,,,有,有,,390,0,-,坡道平面1,14.37,390,有,,,,僅車位交易。
買賣,士林區,房地(土地+建物),華齡街17巷11號,121.518842 ,25.082957 ,1100330,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,28.86,3,2,2,有,無,,1420,49.2,否,,0,0,無,,,,建築物含有：其他增建。陽台外移且向外擴加蓋
買賣,士林區,房地(土地+建物),中社路一段61巷21號,121.563666 ,25.109929 ,1100411,土地:1建物:1車位:,一層,,公寓(5樓含以下無電梯),住家用,,,31.38,2,2,2,有,無,,1200,38.24,否,,0,0,無,,,,建築物含有：陽台外推。一樓空地、平台、防火巷增建
買賣,中正區,房地(土地+建物)+車位,南昌路一段121號,121.518309 ,25.029900 ,1100413,土地:2建物:1車位:1,十二層,,大樓(11層含以上有電梯),住家用,,,12.57,1,1,1,有,有,,1365,108.59,是,塔式車位1,0.67,0,有,,,,建築物含有：陽臺外推。
